試合ID,履歴No,攻撃履歴No,攻撃連続No,試合状態ID,ハーフ開始相対時間,アディショナルタイム,時間帯,シリーズNo,ホームアウェイF,チームID,チーム名,選手ID,選手名,選手背番号,ポジションID,アクションID,アクション名,流れID,F_インプレー,F_ボールタッチ,F_成功,F_プレー数１,F_プレー数２,F_プレー数３,部位ID,攻撃方向,ボールＸ,ボールＹ,セル位置コード,位置座標X,位置座標Y,縦位置,敵陣F,ペナルティエリアF,横位置,方向角度,方向4,方向8,距離,時間,時間2,攻撃開始履歴No,攻撃終了履歴No,攻撃経過時間,攻撃経過プレー数,F_ボールゲイン,F_ボールロスト,点差,自スコア,相手スコア,相手チームID,F_セットプレー,F_セットプレー中,F_ゴール,F_シュート,ゴールセル位置,F_セーブ,F_シュートGK以外,F_ミスヒット,ゴール角度,ゴール距離,Insゴール,Insシュート,GK選手ID,F_アシスト,F_シュートアシスト,F_パス,F_クロス,F_スルーパス,F_フリックオン,パスToWho,F_フィード,フィードID,タッチ種別,タッチ種別名,F_パス受け,F_トラップ,F_ドリブル,F_ペナルティエリア進入,F_ペナルティ脇進入,F_30mライン進入,F_こぼれ球奪取,F_クリア,F_インターセプト,F_ブロック,F_タックル,F_タックル奪取,空中戦F,相手選手ID,F_キャッチ,F_ファンブル,F_ハンドクリア,F_ゴールキック,F_コーナーキック,F_直接フリーキック,F_間接フリーキック,F_ペナルティキック,F_スローイン,F_ファウル,F_PK与えた,F_被ファウル,F_オフサイド,F_イエローカード,F_レッドカード,F_タッチ,F_ポスト・バー,シュート公式F,シュート公式アシストF,アクション公式時間,HOTZONE3-1,HOTZONE1-3,HOTZONE2-3,HOTZONE3-3,HOTZONE3-3_Detail,HOTZONE3-2,HOTZONE4-6,HOTZONE4-6_Detail,HOTZONE5-6_Detail,HOTZONE5-6_pa,HOTZONE6-9,A1_履歴No,A1_チームID,A1_選手ID,A1_ボールＸ,A1_ボールＹ,A1_攻撃方向,A1_位置座標X,A1_位置座標Y,A1_アクションID,A1_ホームアウェイF,A1_ボールタッチF,A1_ゴールF,A1_シュートF,A1_クロスF,A1_パスF,A1_空中戦F,A1_縦位置,A1_横位置,A1_ペナルティエリアF,A2_履歴No,A2_チームID,A2_選手ID,A2_ボールＸ,A2_ボールＹ,A2_攻撃方向,A2_アクションID,B1_履歴No,B1_チームID,B1_選手ID,B1_ボールＸ,B1_ボールＹ,B1_攻撃方向,B1_アクションID,B1_ホームアウェイF,B1_クロスF,B1_パスF,B1_縦位置,B1_横位置,B1_方向4,B1_距離,B2_履歴No,B2_チームID,B2_選手ID,B2_ボールＸ,B2_ボールＹ,B2_攻撃方向,B2_アクションID,パターン履歴No,リリース履歴No,A1リリース履歴No,絶対時間秒数,フレーム番号
0001,11,2,0,1,6.5,0,0,2,1,276,LeftTeam,10010,Player_L10,10,0,1,ホームパス,0,0,1,1,0,0,0,0,1,27.6653,31.4508,0,27.6653,31.4508,0,0,0,0,0,0,0,24.69518951577412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,65
0001,12,2,0,1,8.7,0,0,2,1,276,LeftTeam,10011,Player_L11,11,0,35,ドリブル,0,0,1,1,0,0,0,0,1,50.63,22.2567,0,50.63,22.2567,0,0,0,0,0,0,0,1.1707093405282107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,87
0001,13,2,0,1,9.1,0,0,2,1,276,LeftTeam,10011,Player_L11,11,0,35,ドリブル,0,0,1,1,0,0,0,0,1,51.095,23.3311,0,51.095,23.3311,0,0,0,0,0,0,0,1.118794266163358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,91
0001,14,3,0,1,9.5,0,0,3,1,276,LeftTeam,10011,Player_L11,11,0,4,インターセプト,0,0,0,1,0,0,0,0,1,51.077,24.8342,0,51.077,24.8342,0,0,0,0,0,0,0,1.8331292071209815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,95
0001,15,3,0,1,10.3,0,0,3,2,86,RightTeam,20005,Player_R5,5,0,1,アウェイパス,0,0,1,0,0,0,0,0,1,51.4093,23.802,0,51.4093,23.802,0,0,0,0,0,0,0,0.6205054230222332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,103
0001,16,3,0,1,11.6,0,0,3,1,276,LeftTeam,10010,Player_L10,10,0,1,ホームパス,0,0,1,1,0,0,0,0,1,50.6393,23.3064,0,50.6393,23.3064,0,0,0,0,0,0,0,8.314060844136277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,116
0001,17,3,0,1,12.1,0,0,3,1,276,LeftTeam,10011,Player_L11,11,0,35,ドリブル,0,0,1,1,0,0,0,0,1,47.4563,16.2448,0,47.4563,16.2448,0,0,0,0,0,0,0,1.389245298714378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1,121
0001,18,3,0,1,12.4,0,0,3,1,276,LeftTeam,10011,Player_L11,11,0,35,ドリブル,0,0,1,1,0,0,0,0,1,48.802,16.5899,0,48.802,16.5899,0,0,0,0,0,0,0,2.158694385502499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,124
0001,19,3,0,1,12.8,0,0,3,1,276,LeftTeam,10011,Player_L11,11,0,35,ドリブル,0,0,1,1,0,0,0,0,1,50.7043,17.6103,0,50.7043,17.6103,0,0,0,0,0,0,0,2.445866966946487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,128
0001,20,4,0,1,13.8,0,0,4,1,276,LeftTeam,10011,Player_L11,11,0,4,インターセプト,0,0,0,1,0,0,0,0,1,52.1754,19.5855,0,52.1754,19.5855,0,0,0,0,0,0,0,0.6167674602311662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,138
0001,21,5,0,1,13.9,0,0,5,2,86,RightTeam,20003,Player_R3,3,0,4,インターセプト,0,0,0,1,0,0,0,0,1,51.8715,20.1222,0,51.8715,20.1222,0,0,0,0,0,0,0,10.760328004294294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,139
0001,22,5,0,1,14.5,0,0,5,1,276,LeftTeam,10005,Player_L5,5,0,1,ホームパス,0,0,1,1,0,0,0,0,1,41.5789,23.2602,0,41.5789,23.2602,0,0,0,0,0,0,0,11.79844070417782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,145
0001,23,6,0,1,15.2,0,0,6,1,276,LeftTeam,10006,Player_L6,6,0,4,インターセプト,0,0,0,1,0,0,0,0,1,38.8494,10.5557,0,38.8494,10.5557,0,0,0,0,0,0,0,0.31845635493737484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,152
0001,24,6,0,1,15.4,0,0,6,2,86,RightTeam,20002,Player_R2,2,0,1,アウェイパス,0,0,1,1,0,0,0,0,1,39.0557,10.3131,0,39.0557,10.3131,0,0,0,0,0,0,0,17.664535369207993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,154
0001,25,6,0,1,17.1,0,0,6,2,86,RightTeam,20010,Player_R10,10,0,1,アウェイパス,0,0,1,1,0,0,0,0,1,22.1604,4.0039,0,22.1604,4.0039,0,0,0,0,0,0,0,28.558945427658916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,171
0001,26,6,0,1,18.4,0,0,6,2,86,RightTeam,20009,Player_R9,9,0,35,ドリブル,0,0,1,1,0,0,0,0,1,7.0091,28.2124,0,7.0091,28.2124,0,0,0,0,0,0,0,17.240879751335196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,184
0001,27,6,0,1,20.2,0,0,6,2,86,RightTeam,20009,Player_R9,9,0,35,ドリブル,0,0,1,1,0,0,0,0,1,-9.4457,33.359,0,-9.4457,33.359,0,0,0,0,0,0,0,1.0892871292730857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,202
0001,28,6,0,1,20.4,0,0,6,2,86,RightTeam,20009,Player_R9,9,0,35,ドリブル,0,0,1,1,0,0,0,0,1,-10.512,33.1364,0,-10.512,33.1364,0,0,0,0,0,0,0,16.427575987040814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4,204
0001,29,6,0,1,22.1,0,0,6,2,86,RightTeam,20009,Player_R9,9,0,35,ドリブル,0,0,1,1,0,0,0,0,1,-26.8536,31.4579,0,-26.8536,31.4579,0,0,0,0,0,0,0,15.590800596505618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1,221
