試合ID,フレーム番号,ホームアウェイF,システムターゲットID,背番号,座標X,座標Y,時速
0001,32,2,20004,4,20.4449,-17.8507,0.0
0001,32,1,10005,5,-7.0418,19.5188,0.0
0001,32,2,20005,5,20.7663,-1.1189,0.0
0001,32,1,10006,6,4.9831,5.0256,0.0
0001,32,2,20006,6,16.6806,-5.9083,0.0
0001,32,1,10007,7,5.6907,-13.2954,0.0
0001,32,2,20007,7,15.6252,7.446,0.0
0001,32,1,10008,8,5.0169,19.956,0.0
0001,32,2,20008,8,17.0186,-13.4768,0.001
0001,32,1,10009,9,19.691,-5.4487,0.004
0001,32,2,20009,9,1.8545,13.7924,0.0
0001,32,1,10010,10,17.9596,23.8474,0.0
0001,32,2,20010,10,16.6109,-15.0624,0.0
0001,32,1,10011,11,19.1489,8.0853,0.006
0001,32,2,20011,11,13.3655,-5.0937,0.0
0001,40,0,0,0,7.823,2.3427,1.505
0001,40,1,10001,1,-32.9177,-0.1398,0.158
0001,40,2,20001,1,38.1512,-0.6416,0.316
0001,40,1,10002,2,-5.7441,-7.4129,0.16
0001,40,2,20002,2,23.022,-5.008,0.153
0001,40,1,10003,3,-7.979,7.4036,0.182
0001,40,2,20003,3,19.9877,9.4612,0.002
0001,40,1,10004,4,-3.531,-14.1306,0.346
0001,40,2,20004,4,21.5668,-13.2883,0.289
0001,40,1,10005,5,-5.3025,21.0904,0.152
0001,40,2,20005,5,21.7945,3.4961,0.303
0001,40,1,10006,6,7.3056,2.0094,0.102
0001,40,2,20006,6,16.2949,-2.4388,0.27
0001,40,1,10007,7,3.699,-9.4819,0.343
0001,40,2,20007,7,12.1064,4.281,0.296
0001,40,1,10008,8,6.2734,15.5233,0.148
0001,40,2,20008,8,15.0004,-13.8367,0.043
0001,40,1,10009,9,19.7684,-3.8576,0.198
0001,40,2,20009,9,5.3059,15.0994,0.297
0001,40,1,10010,10,19.5019,27.0643,0.141
0001,40,2,20010,10,12.8127,-13.9578,0.313
0001,40,1,10011,11,19.0846,9.1234,0.143
0001,40,2,20011,11,11.219,-1.3005,0.341
0001,49,0,0,0,19.0059,21.4885,0.19
0001,49,1,10001,1,-30.2185,0.0775,0.027
0001,49,2,20001,1,45.4016,2.2593,0.389
0001,49,1,10002,2,-5.204,-4.7652,0.17
0001,49,2,20002,2,26.6834,0.3416,0.303
0001,49,1,10003,3,-7.0385,10.1947,0.181
0001,49,2,20003,3,22.5103,13.3503,0.288
0001,49,1,10004,4,-2.7803,-10.4025,0.159
0001,49,2,20004,4,24.2944,-7.2664,0.283
0001,49,1,10005,5,-1.9793,22.43,0.162
0001,49,2,20005,5,25.6318,8.9061,0.242
0001,49,1,10006,6,10.4451,4.3072,0.203
0001,49,2,20006,6,20.2824,-0.4047,0.305
0001,49,1,10007,7,6.3353,-5.3808,0.326
0001,49,2,20007,7,13.7176,5.9455,0.268
0001,49,1,10008,8,8.83,17.3006,0.257
0001,49,2,20008,8,18.2837,-10.0378,0.299
0001,49,1,10009,9,21.1359,1.3983,0.154
0001,49,2,20009,9,7.8945,16.8861,0.366
0001,49,1,10010,10,19.016,21.8734,0.016
0001,49,2,20010,10,11.2667,-9.748,0.294
0001,49,1,10011,11,21.2241,13.2081,0.274
0001,49,2,20011,11,8.7288,4.5522,0.379
0001,65,0,0,0,27.6653,31.4508,0.456
0001,65,1,10001,1,-28.748,2.0957,0.02
0001,65,2,20001,1,46.2197,4.0109,0.01
0001,65,1,10002,2,-3.3189,1.3812,0.162
0001,65,2,20002,2,34.7664,7.0264,0.284
0001,65,1,10003,3,-4.0667,15.1453,0.17
0001,65,2,20003,3,31.276,23.7391,0.316
0001,65,1,10004,4,-0.6607,-4.2426,0.124
0001,65,2,20004,4,32.0362,-0.676,0.018
0001,65,1,10005,5,4.4285,24.8756,0.162
0001,65,2,20005,5,32.9427,15.7787,0.216
0001,65,1,10006,6,17.7842,9.8088,0.168
0001,65,2,20006,6,26.458,7.721,0.284
0001,65,1,10007,7,15.6446,-1.2359,0.31
0001,65,2,20007,7,24.2486,14.4232,0.32
0001,65,1,10008,8,17.7831,21.3672,0.297
0001,65,2,20008,8,26.7642,0.0739,0.365
0001,65,1,10009,9,30.82,9.0131,0.063
0001,65,2,20009,9,10.7329,28.7282,0.35
0001,65,1,10010,10,27.1302,30.714,0.346
0001,65,2,20010,10,13.6292,1.263,0.317
0001,65,1,10011,11,30.4416,20.0833,0.398
0001,65,2,20011,11,14.1869,16.2608,0.404
0001,87,0,0,0,50.63,22.2567,0.399
0001,87,1,10001,1,-27.5634,2.0741,0.096
0001,87,2,20001,1,50.6728,7.313,0.014
0001,87,1,10002,2,1.3426,7.5145,0.154
0001,87,2,20002,2,47.1288,2.9428,0.006
0001,87,1,10003,3,2.7734,19.8376,0.203
0001,87,2,20003,3,41.9449,22.2103,0.062
0001,87,1,10004,4,1.4343,-1.5268,0.0
0001,87,2,20004,4,45.9249,-3.2144,0.007
0001,87,1,10005,5,10.6305,24.7969,0.15
0001,87,2,20005,5,49.597,17.0701,0.268
0001,87,1,10006,6,28.4128,13.2123,0.223
0001,87,2,20006,6,43.1958,8.361,0.329
0001,87,1,10007,7,27.1339,2.6334,0.285
0001,87,2,20007,7,42.1422,15.4135,0.309
0001,87,1,10008,8,28.0508,21.0412,0.272
0001,87,2,20008,8,42.2529,1.5098,0.347
0001,87,1,10009,9,43.9027,9.2002,0.366
0001,87,2,20009,9,16.6895,29.12,0.042
0001,87,1,10010,10,41.7906,20.96,0.318
0001,87,2,20010,10,20.5815,4.0423,0.305
0001,87,1,10011,11,50.0888,21.821,0.096
0001,87,2,20011,11,25.3388,17.3444,0.363
0001,91,0,0,0,51.095,23.3311,0.253
0001,91,1,10001,1,-27.9067,1.6032,0.009
0001,91,2,20001,1,50.6504,7.3139,0.0
0001,91,1,10002,2,2.178,8.8317,0.163
0001,91,2,20002,2,47.1376,2.9395,0.0
0001,91,1,10003,3,3.9504,20.5778,0.086
0001,91,2,20003,3,44.1973,20.7057,0.278
0001,91,1,10004,4,1.4343,-1.5268,0.0
0001,91,2,20004,4,46.8251,-3.0925,0.014
0001,91,1,10005,5,12.4469,24.6887,0.171
0001,91,2,20005,5,51.3248,19.6644,0.268
0001,91,1,10006,6,30.8678,13.7714,0.223
0001,91,2,20006,6,45.3224,9.7254,0.203
0001,91,1,10007,7,30.1372,3.6669,0.341
0001,91,2,20007,7,44.528,14.7623,0.08
0001,91,1,10008,8,30.8332,20.8998,0.279
0001,91,2,20008,8,42.8256,1.4537,0.01
0001,91,1,10009,9,44.2787,9.578,0.001
0001,91,2,20009,9,17.4314,29.3748,0.021
0001,91,1,10010,10,44.3819,19.9205,0.349
0001,91,2,20010,10,23.5292,4.3902,0.308
0001,91,1,10011,11,51.1799,22.8548,0.381
0001,91,2,20011,11,28.4687,17.1784,0.392
0001,95,0,0,0,51.077,24.8342,0.655
0001,95,1,10001,1,-27.9166,1.5917,0.0
0001,95,2,20001,1,50.6499,7.3139,0.0
0001,95,1,10002,2,2.9272,10.3015,0.177
0001,95,2,20002,2,47.1378,2.9393,0.0
0001,95,1,10003,3,5.0272,20.7515,0.126
0001,95,2,20003,3,46.8747,20.1162,0.168
0001,95,1,10004,4,1.4343,-1.5268,0.0
0001,95,2,20004,4,46.8476,-3.0884,0.0
0001,95,1,10005,5,14.1907,24.5603,0.145
0001,95,2,20005,5,51.4769,22.9683,0.287
0001,95,1,10006,6,32.975,14.2711,0.087
0001,95,2,20006,6,46.5504,11.6746,0.276
0001,95,1,10007,7,32.0469,4.8874,0.288
0001,95,2,20007,7,44.6436,14.7281,0.001
0001,95,1,10008,8,33.2203,20.7543,0.238
0001,95,2,20008,8,42.8428,1.4531,0.0
0001,95,1,10009,9,45.2232,11.8026,0.135
0001,95,2,20009,9,17.8676,29.4688,0.191
0001,95,1,10010,10,46.7437,19.3506,0.308
0001,95,2,20010,10,26.4645,4.6153,0.306
0001,95,1,10011,11,51.1866,23.9532,0.12
0001,95,2,20011,11,31.8258,17.0989,0.404
0001,103,0,0,0,51.4093,23.802,0.194
0001,103,1,10001,1,-27.716,1.7824,0.14
0001,103,2,20001,1,50.572,7.1134,0.01
0001,103,1,10002,2,2.9644,11.655,0.026
0001,103,2,20002,2,47.1379,2.9393,0.0
0001,103,1,10003,3,6.9497,19.8301,0.176
0001,103,2,20003,3,50.6124,21.1211,0.03
0001,103,1,10004,4,1.4343,-1.5268,0.0
0001,103,2,20004,4,46.8481,-3.0883,0.0
0001,103,1,10005,5,16.2294,24.3552,0.006
0001,103,2,20005,5,50.6722,23.261,0.0
0001,103,1,10006,6,33.4073,15.2035,0.01
0001,103,2,20006,6,46.3627,12.2343,0.066
0001,103,1,10007,7,34.2883,6.3769,0.092
0001,103,2,20007,7,44.6453,14.7275,0.0
0001,103,1,10008,8,33.8908,20.3906,0.057
0001,103,2,20008,8,42.8433,1.4531,0.0
0001,103,1,10009,9,45.1343,11.182,0.004
0001,103,2,20009,9,18.969,29.7439,0.001
0001,103,1,10010,10,50.346,22.0317,0.31
0001,103,2,20010,10,32.1659,5.1913,0.294
0001,103,1,10011,11,50.3086,23.7383,0.017
0001,103,2,20011,11,35.5638,17.8203,0.194
0001,116,0,0,0,50.6393,23.3064,0.0
0001,116,1,10001,1,-27.6421,1.984,0.0
0001,116,2,20001,1,50.8145,6.9428,0.0
0001,116,1,10002,2,1.5278,12.7301,0.0
0001,116,2,20002,2,48.2323,6.454,0.232
0001,116,1,10003,3,6.1772,20.0901,0.0
0001,116,2,20003,3,50.1605,13.1677,0.182
0001,116,1,10004,4,1.4343,-1.5268,0.0
0001,116,2,20004,4,46.8481,-3.0883,0.0
0001,116,1,10005,5,37.8374,26.6075,0.0
0001,116,2,20005,5,48.9929,12.2932,0.0
0001,116,1,10006,6,41.8927,12.7981,0.0
0001,116,2,20006,6,43.5612,13.919,0.0
0001,116,1,10007,7,35.729,6.1133,0.0
0001,116,2,20007,7,49.3682,11.0586,0.0
0001,116,1,10008,8,43.7859,22.7449,0.0
0001,116,2,20008,8,44.127,1.2494,0.0
0001,116,1,10009,9,47.9154,5.2044,0.002
0001,116,2,20009,9,22.2722,28.7775,0.0
0001,116,1,10010,10,50.2404,23.2688,0.0
0001,116,2,20010,10,39.5612,5.5161,0.0
0001,116,1,10011,11,47.902,13.372,0.001
0001,116,2,20011,11,42.9441,15.3321,0.0
0001,121,0,0,0,47.4563,16.2448,0.536
0001,121,1,10001,1,-28.0193,1.5234,0.144
0001,121,2,20001,1,50.1144,6.0879,0.047
0001,121,1,10002,2,2.4043,12.4495,0.149
0001,121,2,20002,2,48.6691,6.1417,0.01
0001,121,1,10003,3,6.8237,19.846,0.078
0001,121,2,20003,3,47.5883,13.6819,0.085
0001,121,1,10004,4,1.6639,-1.4975,0.085
0001,121,2,20004,4,46.8481,-3.0883,0.0
0001,121,1,10005,5,37.3051,26.3211,0.212
0001,121,2,20005,5,48.1225,12.8006,0.221
0001,121,1,10006,6,41.926,10.8704,0.206
0001,121,2,20006,6,44.3288,13.028,0.207
0001,121,1,10007,7,35.729,6.1133,0.0
0001,121,2,20007,7,48.6019,10.8016,0.023
0001,121,1,10008,8,44.0408,22.0284,0.172
0001,121,2,20008,8,44.5178,1.0685,0.175
0001,121,1,10009,9,46.1519,3.897,0.371
0001,121,2,20009,9,21.1718,28.8094,0.126
0001,121,1,10010,10,48.8624,23.3126,0.091
0001,121,2,20010,10,38.9166,5.2561,0.131
0001,121,1,10011,11,47.6271,15.5785,0.143
0001,121,2,20011,11,44.1269,14.112,0.076
0001,124,0,0,0,48.802,16.5899,0.396
0001,124,1,10001,1,-28.6866,1.0367,0.144
0001,124,2,20001,1,51.3596,7.1502,0.251
0001,124,1,10002,2,3.5236,12.1056,0.171
0001,124,2,20002,2,46.8547,4.7514,0.369
0001,124,1,10003,3,7.4952,19.3524,0.112
0001,124,2,20003,3,47.5787,14.2688,0.199
0001,124,1,10004,4,2.3138,-1.269,0.111
0001,124,2,20004,4,46.8481,-3.0883,0.0
0001,124,1,10005,5,36.0677,26.246,0.039
0001,124,2,20005,5,47.9315,13.1645,0.184
0001,124,1,10006,6,40.6285,10.3472,0.267
0001,124,2,20006,6,44.2505,12.7948,0.147
0001,124,1,10007,7,35.9383,5.1996,0.201
0001,124,2,20007,7,46.8617,10.5885,0.209
0001,124,1,10008,8,44.2533,21.3238,0.034
0001,124,2,20008,8,44.7827,0.9578,0.012
0001,124,1,10009,9,45.2052,3.1641,0.059
0001,124,2,20009,9,20.5747,28.4661,0.088
0001,124,1,10010,10,48.4579,23.3258,0.033
0001,124,2,20010,10,38.7689,5.0828,0.01
0001,124,1,10011,11,48.0905,16.0843,0.261
0001,124,2,20011,11,42.7313,14.1088,0.322
0001,128,0,0,0,50.7043,17.6103,0.045
0001,128,1,10001,1,-29.3875,0.5561,0.019
0001,128,2,20001,1,52.1077,7.8856,0.016
0001,128,1,10002,2,4.1645,11.9325,0.011
0001,128,2,20002,2,45.1074,3.7538,0.065
0001,128,1,10003,3,8.0231,19.3166,0.015
0001,128,2,20003,3,48.1688,17.5025,0.318
0001,128,1,10004,4,2.4692,-1.1854,0.002
0001,128,2,20004,4,46.8481,-3.0883,0.0
0001,128,1,10005,5,36.4052,25.6932,0.087
0001,128,2,20005,5,49.1881,15.6855,0.298
0001,128,1,10006,6,38.5832,9.8745,0.038
0001,128,2,20006,6,42.838,12.3633,0.044
0001,128,1,10007,7,36.4719,5.3709,0.077
0001,128,2,20007,7,45.559,11.076,0.022
0001,128,1,10008,8,45.9998,20.1312,0.277
0001,128,2,20008,8,44.8012,0.9506,0.0
0001,128,1,10009,9,44.5112,3.5394,0.164
0001,128,2,20009,9,19.8554,28.3813,0.092
0001,128,1,10010,10,48.5719,21.209,0.273
0001,128,2,20010,10,38.7561,5.0687,0.0
0001,128,1,10011,11,50.6388,17.2309,0.046
0001,128,2,20011,11,41.4074,15.429,0.209
0001,138,0,0,0,52.1754,19.5855,0.499
0001,138,1,10001,1,-28.6556,0.9579,0.0
0001,138,2,20001,1,52.5936,7.4045,0.019
0001,138,1,10002,2,3.9907,11.161,0.009
0001,138,2,20002,2,48.6806,6.1286,0.336
0001,138,1,10003,3,7.9365,19.8058,0.011
0001,138,2,20003,3,50.3179,19.8575,0.205
0001,138,1,10004,4,3.5727,-2.2647,0.004
0001,138,2,20004,4,46.8481,-3.0883,0.0
0001,138,1,10005,5,37.7877,24.3595,0.107
0001,138,2,20005,5,50.0461,17.278,0.195
0001,138,1,10006,6,42.4645,12.5263,0.09
0001,138,2,20006,6,45.202,6.3521,0.186
0001,138,1,10007,7,37.513,7.8384,0.079
0001,138,2,20007,7,48.9068,16.2401,0.053
0001,138,1,10008,8,46.8722,15.7537,0.024
0001,138,2,20008,8,44.8017,0.9504,0.0
0001,138,1,10009,9,47.2167,5.1572,0.024
0001,138,2,20009,9,18.6351,28.5097,0.013
0001,138,1,10010,10,51.0125,18.498,0.234
0001,138,2,20010,10,38.7556,5.0682,0.0
0001,138,1,10011,11,51.3138,19.6149,0.001
0001,138,2,20011,11,40.4773,17.7569,0.003
0001,139,0,0,0,51.8715,20.1222,0.58
0001,139,1,10001,1,-28.6554,0.9581,0.0
0001,139,2,20001,1,52.6076,7.4182,0.008
0001,139,1,10002,2,3.9885,11.1511,0.004
0001,139,2,20002,2,49.0191,6.1746,0.14
0001,139,1,10003,3,7.9262,19.81,0.005
0001,139,2,20003,3,50.7783,19.7542,0.019
0001,139,1,10004,4,3.5755,-2.2675,0.001
0001,139,2,20004,4,46.8481,-3.0883,0.0
0001,139,1,10005,5,37.9362,24.2805,0.06
0001,139,2,20005,5,50.5617,17.0152,0.213
0001,139,1,10006,6,42.4693,12.6156,0.032
0001,139,2,20006,6,45.3592,6.2709,0.073
0001,139,1,10007,7,37.5397,7.9158,0.033
0001,139,2,20007,7,48.8582,16.212,0.02
0001,139,1,10008,8,46.4941,15.9095,0.168
0001,139,2,20008,8,44.8017,0.9504,0.0
0001,139,1,10009,9,46.7649,5.1549,0.191
0001,139,2,20009,9,18.6214,28.5117,0.006
0001,139,1,10010,10,51.0838,18.2774,0.09
0001,139,2,20010,10,38.7556,5.0682,0.0
0001,139,1,10011,11,51.3588,19.6024,0.0
0001,139,2,20011,11,40.4761,17.7601,0.002
0001,145,0,0,0,41.5789,23.2602,0.145
0001,145,1,10001,1,-28.3077,1.2258,0.008
0001,145,2,20001,1,50.1797,7.4717,0.312
0001,145,1,10002,2,3.9873,11.1442,0.0
0001,145,2,20002,2,45.9519,7.8839,0.398
0001,145,1,10003,3,7.8341,20.6676,0.166
0001,145,2,20003,3,50.8211,19.7602,0.017
0001,145,1,10004,4,3.3087,-1.4506,0.02
0001,145,2,20004,4,45.2226,-2.9308,0.262
0001,145,1,10005,5,41.2036,23.1741,0.026
0001,145,2,20005,5,49.8447,17.8125,0.036
0001,145,1,10006,6,39.4246,12.0674,0.335
0001,145,2,20006,6,44.3975,7.4548,0.277
0001,145,1,10007,7,36.8007,6.3259,0.287
0001,145,2,20007,7,45.3383,17.5687,0.3
0001,145,1,10008,8,44.7274,17.1231,0.098
0001,145,2,20008,8,43.7788,2.5888,0.286
0001,145,1,10009,9,42.6164,5.0947,0.143
0001,145,2,20009,9,19.3111,29.0606,0.093
0001,145,1,10010,10,49.7762,17.1568,0.054
0001,145,2,20010,10,37.0259,5.0377,0.298
0001,145,1,10011,11,51.3969,19.5913,0.0
0001,145,2,20011,11,41.6461,19.6388,0.416
0001,152,0,0,0,38.8494,10.5557,1.126
0001,152,1,10001,1,-27.7947,1.5582,0.092
0001,152,2,20001,1,48.534,4.9794,0.019
0001,152,1,10002,2,4.176,10.8165,0.038
0001,152,2,20002,2,41.0208,11.4531,0.361
0001,152,1,10003,3,7.5942,21.1666,0.044
0001,152,2,20003,3,48.9566,18.3355,0.226
0001,152,1,10004,4,3.0598,-1.6356,0.01
0001,152,2,20004,4,43.4613,-4.1252,0.048
0001,152,1,10005,5,37.1641,22.5858,0.337
0001,152,2,20005,5,47.8231,14.9991,0.211
0001,152,1,10006,6,38.7839,11.4473,0.002
0001,152,2,20006,6,41.1246,8.7522,0.225
0001,152,1,10007,7,37.7813,6.2229,0.121
0001,152,2,20007,7,43.0949,15.6424,0.107
0001,152,1,10008,8,44.0649,18.7819,0.175
0001,152,2,20008,8,40.9767,5.4217,0.203
0001,152,1,10009,9,42.4216,4.5505,0.229
0001,152,2,20009,9,20.3912,28.2391,0.044
0001,152,1,10010,10,49.5945,14.522,0.137
0001,152,2,20010,10,34.3366,2.8483,0.3
0001,152,1,10011,11,48.6813,19.746,0.221
0001,152,2,20011,11,41.3839,19.8168,0.32
0001,154,0,0,0,39.0557,10.3131,0.142
0001,154,1,10001,1,-28.4534,1.2391,0.159
0001,154,2,20001,1,48.5394,5.0057,0.003
